PerfID,EmpID,Rating,PerfDate
2310,447,5,31-Dec-17
2311,448,3,31-Dec-17
2312,449,4,31-Dec-17
2313,450,1,31-Dec-17
2314,451,3,31-Dec-17
2315,452,2,31-Dec-17
2316,453,3,31-Dec-17
2317,454,3,31-Dec-17
2318,455,3,31-Dec-17
2319,456,4,31-Dec-17
2320,457,3,31-Dec-17
2321,458,2,31-Dec-17
2322,459,2,31-Dec-17
2323,460,1,31-Dec-17
2324,461,2,31-Dec-17
2325,462,3,31-Dec-17
2326,463,3,31-Dec-17
2327,464,4,31-Dec-17
2328,465,3,31-Dec-17
2329,466,3,31-Dec-17
2330,467,1,31-Dec-17
2331,468,1,31-Dec-17
2332,469,3,31-Dec-17
2333,470,4,31-Dec-17
2334,471,4,31-Dec-17
2335,472,3,31-Dec-17
2336,473,4,31-Dec-17
2337,474,3,31-Dec-17
2338,475,5,31-Dec-17
2339,476,2,31-Dec-17
2340,477,2,31-Dec-17
2341,478,3,31-Dec-17
2342,479,3,31-Dec-17
2343,480,2,31-Dec-17
2344,481,4,31-Dec-17
2345,483,3,31-Dec-17
2346,484,1,31-Dec-17
2347,485,3,31-Dec-17
2348,487,2,31-Dec-17
2349,490,2,31-Dec-17
2350,491,3,31-Dec-17
2351,492,3,31-Dec-17
2352,493,3,31-Dec-17
2353,494,3,31-Dec-17
2354,495,3,31-Dec-17
2355,496,2,31-Dec-17
2356,497,5,31-Dec-17
2357,498,2,31-Dec-17
2358,499,4,31-Dec-17
2359,500,3,31-Dec-17
2360,501,3,31-Dec-17
2361,502,2,31-Dec-17
2362,503,3,31-Dec-17
2363,504,2,31-Dec-17
2364,505,4,31-Dec-17
2365,506,3,31-Dec-17
2366,507,3,31-Dec-17
2367,508,4,31-Dec-17
2368,509,3,31-Dec-17
2369,510,3,31-Dec-17
2370,511,4,31-Dec-17
2371,512,2,31-Dec-17
2372,513,2,31-Dec-17
2373,515,3,31-Dec-17
2374,516,3,31-Dec-17
2375,517,2,31-Dec-17
2376,518,3,31-Dec-17
2377,519,3,31-Dec-17
2378,520,2,31-Dec-17
2379,521,2,31-Dec-17
2380,522,4,31-Dec-17
2381,523,5,31-Dec-17
2382,524,2,31-Dec-17
2383,525,5,31-Dec-17
2384,526,2,31-Dec-17
2385,527,4,31-Dec-17
2386,528,2,31-Dec-17
2387,529,2,31-Dec-17
2388,530,2,31-Dec-17
2389,532,3,31-Dec-17
2390,533,3,31-Dec-17
2391,534,4,31-Dec-17
2392,535,3,31-Dec-17
2393,536,1,31-Dec-17
2394,537,3,31-Dec-17
2395,538,2,31-Dec-17
2396,539,5,31-Dec-17
2397,540,3,31-Dec-17
2398,541,3,31-Dec-17
2399,542,3,31-Dec-17
2400,543,3,31-Dec-17
2401,544,5,31-Dec-17
2402,545,3,31-Dec-17
2403,546,4,31-Dec-17
2404,547,5,31-Dec-17
2405,548,4,31-Dec-17
2406,549,2,31-Dec-17
2407,550,3,31-Dec-17
2408,551,3,31-Dec-17
2409,552,3,31-Dec-17
2410,553,4,31-Dec-17
2411,554,3,31-Dec-17
2412,555,3,31-Dec-17
2413,556,2,31-Dec-17
2414,557,3,31-Dec-17
2415,558,3,31-Dec-17
2416,559,3,31-Dec-17
2417,560,2,31-Dec-17
2418,561,3,31-Dec-17
2419,562,3,31-Dec-17
2420,563,3,31-Dec-17
2421,565,4,31-Dec-17
2422,566,5,31-Dec-17
2423,567,3,31-Dec-17
2424,568,1,31-Dec-17
2425,569,3,31-Dec-17
2426,570,3,31-Dec-17
2427,571,1,31-Dec-17
2428,572,4,31-Dec-17
2429,573,3,31-Dec-17
2430,574,5,31-Dec-17
2431,575,2,31-Dec-17
2432,576,3,31-Dec-17
2433,577,5,31-Dec-17
2434,578,3,31-Dec-17
2435,579,2,31-Dec-17
2436,581,4,31-Dec-17
2437,583,2,31-Dec-17
2438,584,1,31-Dec-17
2439,585,3,31-Dec-17
2440,586,4,31-Dec-17
2441,588,3,31-Dec-17
2442,589,1,31-Dec-17
2443,590,4,31-Dec-17
2444,591,2,31-Dec-17
2445,593,5,31-Dec-17
2446,594,1,31-Dec-17
2447,595,3,31-Dec-17
2448,596,3,31-Dec-17
2449,597,3,31-Dec-17
2450,598,1,31-Dec-17
2451,600,2,31-Dec-17
2452,601,5,31-Dec-17
2453,602,1,31-Dec-17
2454,604,5,31-Dec-17
2455,605,5,31-Dec-17
2456,606,3,31-Dec-17
2457,607,3,31-Dec-17
2458,609,5,31-Dec-17
2459,610,2,31-Dec-17
2460,611,2,31-Dec-17
2461,612,4,31-Dec-17
2462,613,1,31-Dec-17
2463,614,1,31-Dec-17
2464,615,3,31-Dec-17
2465,616,4,31-Dec-17
2466,617,2,31-Dec-17
2467,618,3,31-Dec-17
2468,619,4,31-Dec-17
2469,620,3,31-Dec-17
2470,622,2,31-Dec-17
2471,623,5,31-Dec-17
2472,624,2,31-Dec-17
2473,626,3,31-Dec-17
2474,627,3,31-Dec-17
2475,629,3,31-Dec-17
2476,632,5,31-Dec-17
2477,633,4,31-Dec-17
2478,634,3,31-Dec-17
2479,635,3,31-Dec-17
2480,636,1,31-Dec-17
2481,638,4,31-Dec-17
2482,639,5,31-Dec-17
2483,640,4,31-Dec-17
2484,641,3,31-Dec-17
2485,642,4,31-Dec-17
2486,643,4,31-Dec-17
2487,644,3,31-Dec-17
2488,645,4,31-Dec-17
2489,646,3,31-Dec-17
2490,647,4,31-Dec-17
2491,649,2,31-Dec-17
2492,651,1,31-Dec-17
2493,652,3,31-Dec-17
2494,653,3,31-Dec-17
2495,654,2,31-Dec-17
2496,655,3,31-Dec-17
2497,656,3,31-Dec-17
2498,657,2,31-Dec-17
2499,658,1,31-Dec-17
2500,659,4,31-Dec-17
2501,660,4,31-Dec-17
2502,661,3,31-Dec-17
2503,663,2,31-Dec-17
2504,664,3,31-Dec-17
2505,666,3,31-Dec-17
2506,667,4,31-Dec-17
2507,668,2,31-Dec-17
2508,669,4,31-Dec-17
2509,670,5,31-Dec-17
2510,672,5,31-Dec-17
2511,673,1,31-Dec-17
2512,675,2,31-Dec-17
2513,676,3,31-Dec-17
2514,677,1,31-Dec-17
2515,678,3,31-Dec-17
2516,679,3,31-Dec-17
2517,680,3,31-Dec-17
2518,681,3,31-Dec-17
2519,682,3,31-Dec-17
2520,683,5,31-Dec-17
2521,684,3,31-Dec-17
2522,685,3,31-Dec-17
2523,686,3,31-Dec-17
2524,687,4,31-Dec-17
2525,688,3,31-Dec-17
2526,689,4,31-Dec-17
2527,690,4,31-Dec-17
2528,691,5,31-Dec-17
2529,692,3,31-Dec-17
2530,693,3,31-Dec-17
2531,694,5,31-Dec-17
2532,695,2,31-Dec-17
2533,696,3,31-Dec-17
2534,698,3,31-Dec-17
2535,699,2,31-Dec-17
2536,700,5,31-Dec-17
2537,701,3,31-Dec-17
2538,702,1,31-Dec-17
2539,703,4,31-Dec-17
2540,704,3,31-Dec-17
2541,705,2,31-Dec-17
2542,706,3,31-Dec-17
2543,707,4,31-Dec-17
2544,708,1,31-Dec-17
2545,709,4,31-Dec-17
2546,710,2,31-Dec-17
2547,711,1,31-Dec-17
2548,712,4,31-Dec-17
2549,713,2,31-Dec-17
2550,714,3,31-Dec-17
2551,715,2,31-Dec-17
2552,716,2,31-Dec-17
2553,717,4,31-Dec-17
2554,718,2,31-Dec-17
2555,719,3,31-Dec-17
2556,720,1,31-Dec-17
2557,721,3,31-Dec-17
2558,722,3,31-Dec-17
2559,723,1,31-Dec-17
2560,724,2,31-Dec-17
2561,725,4,31-Dec-17
2562,726,3,31-Dec-17
2563,727,2,31-Dec-17
2564,728,2,31-Dec-17
2565,729,2,31-Dec-17
2566,730,3,31-Dec-17
2567,731,3,31-Dec-17
2568,732,3,31-Dec-17
2569,733,3,31-Dec-17
2570,734,5,31-Dec-17
2571,735,2,31-Dec-17
2572,736,2,31-Dec-17
2573,737,2,31-Dec-17
2574,738,3,31-Dec-17
2575,739,4,31-Dec-17
2576,740,3,31-Dec-17
2577,741,3,31-Dec-17
2578,742,3,31-Dec-17
2579,743,3,31-Dec-17
2580,744,1,31-Dec-17
2581,745,3,31-Dec-17
2582,746,2,31-Dec-17
2583,747,1,31-Dec-17
2584,748,2,31-Dec-17
2585,749,3,31-Dec-17
2586,750,1,31-Dec-17
2587,751,2,31-Dec-17
2588,752,3,31-Dec-17
2589,753,5,31-Dec-17
2590,754,3,31-Dec-17
2591,755,3,31-Dec-17
2592,757,4,31-Dec-17
2593,758,3,31-Dec-17
2594,759,4,31-Dec-17
2595,760,5,31-Dec-17
2596,761,2,31-Dec-17
2597,762,4,31-Dec-17
2598,763,3,31-Dec-17
2599,764,3,31-Dec-17
2600,765,2,31-Dec-17
2601,767,3,31-Dec-17
2602,768,4,31-Dec-17
2603,770,1,31-Dec-17
2604,771,4,31-Dec-17
2605,772,1,31-Dec-17
2606,773,1,31-Dec-17
2607,774,4,31-Dec-17
2608,775,1,31-Dec-17
2609,776,2,31-Dec-17
2610,777,3,31-Dec-17
2611,778,3,31-Dec-17
2612,780,3,31-Dec-17
2613,782,4,31-Dec-17
2614,783,4,31-Dec-17
2615,784,3,31-Dec-17
2616,785,1,31-Dec-17
2617,786,2,31-Dec-17
2618,787,2,31-Dec-17
2619,788,1,31-Dec-17
2620,789,2,31-Dec-17
2621,790,3,31-Dec-17
2622,791,4,31-Dec-17
2623,792,3,31-Dec-17
2624,793,3,31-Dec-17
2625,795,2,31-Dec-17
2626,796,3,31-Dec-17
2627,797,3,31-Dec-17
2628,798,1,31-Dec-17
2629,800,3,31-Dec-17
2630,801,3,31-Dec-17
2631,802,1,31-Dec-17
2632,803,4,31-Dec-17
2633,805,4,31-Dec-17
2634,806,4,31-Dec-17
2635,807,2,31-Dec-17
2636,808,4,31-Dec-17
2637,809,3,31-Dec-17
2638,810,4,31-Dec-17
2639,811,2,31-Dec-17
2640,812,2,31-Dec-17
2641,813,4,31-Dec-17
2642,814,3,31-Dec-17
2643,815,4,31-Dec-17
2644,816,2,31-Dec-17
2645,817,4,31-Dec-17
2646,818,1,31-Dec-17
2647,819,3,31-Dec-17
2648,820,1,31-Dec-17
2649,821,3,31-Dec-17
2650,822,3,31-Dec-17
2651,823,5,31-Dec-17
2652,824,2,31-Dec-17
2653,825,2,31-Dec-17
2654,826,3,31-Dec-17
2655,827,3,31-Dec-17
2656,828,4,31-Dec-17
2657,829,1,31-Dec-17
2658,830,3,31-Dec-17
2659,831,4,31-Dec-17
2660,832,2,31-Dec-17
2661,833,4,31-Dec-17
2662,836,3,31-Dec-17
2663,838,3,31-Dec-17
2664,840,3,31-Dec-17
2665,841,5,31-Dec-17
2666,842,3,31-Dec-17
2667,843,4,31-Dec-17
2668,844,4,31-Dec-17
2669,845,3,31-Dec-17
2670,846,3,31-Dec-17
2671,847,3,31-Dec-17
2672,848,2,31-Dec-17
2673,849,4,31-Dec-17
2674,850,3,31-Dec-17
2675,851,2,31-Dec-17
2676,852,5,31-Dec-17
2677,853,4,31-Dec-17
2678,854,2,31-Dec-17
2679,855,4,31-Dec-17
2680,856,3,31-Dec-17
2681,857,2,31-Dec-17
2682,858,3,31-Dec-17
2683,859,2,31-Dec-17
2684,860,4,31-Dec-17
2685,861,4,31-Dec-17
2686,862,2,31-Dec-17
2687,863,3,31-Dec-17
2688,864,5,31-Dec-17
2689,865,3,31-Dec-17
2690,866,1,31-Dec-17
2691,867,4,31-Dec-17
2692,868,2,31-Dec-17
2693,869,3,31-Dec-17
2694,870,2,31-Dec-17
2695,871,3,31-Dec-17
2696,872,1,31-Dec-17
2697,873,2,31-Dec-17
2698,874,4,31-Dec-17
2699,875,4,31-Dec-17
2700,876,3,31-Dec-17
2701,877,2,31-Dec-17
2702,878,2,31-Dec-17
2703,879,4,31-Dec-17
2704,880,4,31-Dec-17
2705,881,4,31-Dec-17
2706,883,3,31-Dec-17
2707,884,3,31-Dec-17
2708,885,3,31-Dec-17
2709,886,4,31-Dec-17
2710,887,4,31-Dec-17
2711,888,4,31-Dec-17
2712,889,3,31-Dec-17
2713,890,1,31-Dec-17
2714,891,3,31-Dec-17
2715,892,3,31-Dec-17
2716,893,3,31-Dec-17
2717,894,4,31-Dec-17
2718,895,5,31-Dec-17
2719,896,3,31-Dec-17
2720,897,3,31-Dec-17
2721,898,4,31-Dec-17
2722,899,3,31-Dec-17
2723,900,3,31-Dec-17
2724,901,5,31-Dec-17
2725,902,4,31-Dec-17
2726,903,2,31-Dec-17
2727,904,3,31-Dec-17
2728,905,4,31-Dec-17
2729,906,1,31-Dec-17
2730,907,4,31-Dec-17
2731,908,4,31-Dec-17
2732,910,3,31-Dec-17
2733,911,4,31-Dec-17
2734,912,1,31-Dec-17
2735,913,4,31-Dec-17
2736,914,3,31-Dec-17
2737,915,5,31-Dec-17
2738,916,3,31-Dec-17
2739,917,1,31-Dec-17
2740,918,2,31-Dec-17
2741,919,2,31-Dec-17
2742,920,4,31-Dec-17
2743,921,3,31-Dec-17
2744,922,1,31-Dec-17
2745,923,3,31-Dec-17
2746,924,2,31-Dec-17
2747,926,3,31-Dec-17
2748,927,2,31-Dec-17
2749,928,3,31-Dec-17
2750,929,3,31-Dec-17
2751,930,5,31-Dec-17
2752,931,2,31-Dec-17
2753,932,2,31-Dec-17
2754,933,4,31-Dec-17
2755,934,3,31-Dec-17
2756,935,2,31-Dec-17
2757,936,1,31-Dec-17
2758,937,3,31-Dec-17
2759,938,2,31-Dec-17
2760,939,2,31-Dec-17
2761,940,2,31-Dec-17
2762,941,3,31-Dec-17
2763,942,3,31-Dec-17
2764,943,3,31-Dec-17
2765,945,3,31-Dec-17
2766,946,5,31-Dec-17
2767,947,2,31-Dec-17
2768,948,1,31-Dec-17
2769,949,2,31-Dec-17
2770,950,2,31-Dec-17
2771,951,3,31-Dec-17
2772,952,1,31-Dec-17
2773,953,4,31-Dec-17
2774,954,3,31-Dec-17
2775,956,3,31-Dec-17
2776,957,4,31-Dec-17
2777,960,3,31-Dec-17
2778,961,5,31-Dec-17
2779,962,4,31-Dec-17
2780,963,2,31-Dec-17
2781,964,4,31-Dec-17
2782,965,3,31-Dec-17
2783,966,3,31-Dec-17
2784,967,4,31-Dec-17
2785,968,4,31-Dec-17
2786,969,3,31-Dec-17
2787,970,4,31-Dec-17
2788,971,2,31-Dec-17
2789,972,3,31-Dec-17
2790,973,2,31-Dec-17
2791,974,4,31-Dec-17
2792,975,3,31-Dec-17
2793,977,2,31-Dec-17
2794,978,5,31-Dec-17
2795,979,4,31-Dec-17
2796,980,3,31-Dec-17
2797,981,4,31-Dec-17
2798,982,4,31-Dec-17
2799,983,5,31-Dec-17
2800,984,3,31-Dec-17
2801,986,2,31-Dec-17
2802,987,4,31-Dec-17
2803,988,3,31-Dec-17
2804,989,3,31-Dec-17
2805,990,4,31-Dec-17
2806,991,3,31-Dec-17
2807,992,5,31-Dec-17
2808,993,2,31-Dec-17
2809,994,3,31-Dec-17
2810,995,4,31-Dec-17
2811,996,1,31-Dec-17
2812,997,3,31-Dec-17
2813,998,4,31-Dec-17
2814,999,3,31-Dec-17
2815,1000,3,31-Dec-17
2816,1001,3,31-Dec-17
2817,1002,2,31-Dec-17
2818,1003,2,31-Dec-17
2819,1004,2,31-Dec-17
2820,1005,3,31-Dec-17
2821,1007,4,31-Dec-17
2822,1008,3,31-Dec-17
2823,1009,3,31-Dec-17
2824,1010,4,31-Dec-17
2825,1011,2,31-Dec-17
2826,1012,3,31-Dec-17
2827,1013,1,31-Dec-17
2828,1014,5,31-Dec-17
2829,1015,2,31-Dec-17
2830,1016,3,31-Dec-17
2831,1017,4,31-Dec-17
2832,1018,4,31-Dec-17
2833,1020,1,31-Dec-17
2834,1021,3,31-Dec-17
2835,1022,2,31-Dec-17
2836,1023,1,31-Dec-17
2837,1024,2,31-Dec-17
2838,1025,2,31-Dec-17
2839,1026,4,31-Dec-17
2840,1027,3,31-Dec-17
2841,1029,2,31-Dec-17
2842,1030,4,31-Dec-17
2843,1031,3,31-Dec-17
2844,1032,2,31-Dec-17
2845,1033,3,31-Dec-17
2846,1034,5,31-Dec-17
2847,1035,3,31-Dec-17
2848,1036,4,31-Dec-17
2849,1037,2,31-Dec-17
2850,1038,3,31-Dec-17
2851,1039,3,31-Dec-17
2852,1041,2,31-Dec-17
2853,1042,2,31-Dec-17
2854,1043,5,31-Dec-17
2855,1044,2,31-Dec-17
2856,1045,4,31-Dec-17
2857,1047,5,31-Dec-17
2858,1048,2,31-Dec-17
2859,1049,3,31-Dec-17
2860,1050,3,31-Dec-17
2861,1051,2,31-Dec-17
2862,1053,3,31-Dec-17
2863,1054,2,31-Dec-17
2864,1055,4,31-Dec-17
2865,1056,3,31-Dec-17
2866,1057,4,31-Dec-17
2867,1058,5,31-Dec-17
2868,1059,3,31-Dec-17
2869,1060,4,31-Dec-17
2870,1061,2,31-Dec-17
2871,1062,2,31-Dec-17
2872,1063,5,31-Dec-17
2873,1064,3,31-Dec-17
2874,1065,3,31-Dec-17
2875,1066,2,31-Dec-17
2876,1067,3,31-Dec-17
2877,1068,1,31-Dec-17
2878,1069,4,31-Dec-17
2879,1070,3,31-Dec-17
2880,1072,2,31-Dec-17
2881,1073,2,31-Dec-17
2882,1074,3,31-Dec-17
2883,1075,5,31-Dec-17
2884,1076,3,31-Dec-17
2885,1077,2,31-Dec-17
2886,1078,3,31-Dec-17
2887,1079,3,31-Dec-17
2888,1080,3,31-Dec-17
2889,1081,1,31-Dec-17
2890,1082,3,31-Dec-17
2891,1083,5,31-Dec-17
2892,1084,3,31-Dec-17
2893,1085,1,31-Dec-17
2894,1086,5,31-Dec-17
2895,1087,2,31-Dec-17
2896,1088,4,31-Dec-17
2897,1089,4,31-Dec-17
2898,1090,4,31-Dec-17
2899,1091,2,31-Dec-17
2900,1092,3,31-Dec-17
2901,1093,1,31-Dec-17
2902,1094,4,31-Dec-17
2903,1095,2,31-Dec-17
2904,1096,1,31-Dec-17
2905,1097,3,31-Dec-17
2906,1098,1,31-Dec-17
2907,1100,2,31-Dec-17
2908,1101,4,31-Dec-17
2909,1102,3,31-Dec-17
2910,1103,2,31-Dec-17
2911,1104,5,31-Dec-17
2912,1105,1,31-Dec-17
2913,1106,3,31-Dec-17
2914,1107,2,31-Dec-17
2915,1108,1,31-Dec-17
2916,1109,5,31-Dec-17
2917,1110,3,31-Dec-17
2918,1111,2,31-Dec-17
2919,1112,4,31-Dec-17
2920,1113,4,31-Dec-17
2921,1114,2,31-Dec-17
2922,1115,1,31-Dec-17
2923,1116,2,31-Dec-17
2924,1117,3,31-Dec-17
2925,1118,3,31-Dec-17
2926,1119,1,31-Dec-17
2927,1120,4,31-Dec-17
2928,1121,3,31-Dec-17
2929,1122,5,31-Dec-17
2930,1123,2,31-Dec-17
2931,1124,2,31-Dec-17
2932,1125,1,31-Dec-17
2933,1126,4,31-Dec-17
2934,1127,4,31-Dec-17
2935,1128,4,31-Dec-17
2936,1129,5,31-Dec-17
2937,1130,4,31-Dec-17
2938,1131,3,31-Dec-17
2939,1132,1,31-Dec-17
2940,1133,4,31-Dec-17
2941,1134,4,31-Dec-17
2942,1135,4,31-Dec-17
2943,1136,4,31-Dec-17
2944,1137,2,31-Dec-17
2945,1138,5,31-Dec-17
2946,1139,5,31-Dec-17
2947,1140,4,31-Dec-17
2948,1141,3,31-Dec-17
2949,1142,3,31-Dec-17
2950,1143,3,31-Dec-17
2951,1144,5,31-Dec-17
2952,1145,4,31-Dec-17
2953,1146,1,31-Dec-17
2954,1147,1,31-Dec-17
2955,1148,1,31-Dec-17
2956,1149,3,31-Dec-17
2957,1150,3,31-Dec-17
2958,1151,2,31-Dec-17
2959,1152,2,31-Dec-17
2960,1153,5,31-Dec-17
2961,1154,4,31-Dec-17
2962,1155,3,31-Dec-17
2963,1156,4,31-Dec-17
2964,1157,3,31-Dec-17
2965,1158,2,31-Dec-17
2966,1159,3,31-Dec-17
2967,1160,4,31-Dec-17
2968,1161,4,31-Dec-17
2969,1207,2,31-Dec-17
2970,1218,5,31-Dec-17
2971,2,4,31-Dec-18
2972,3,4,31-Dec-18
2973,4,2,31-Dec-18
2974,5,1,31-Dec-18
2975,6,4,31-Dec-18
2976,8,3,31-Dec-18
2977,10,2,31-Dec-18
2978,11,1,31-Dec-18
2979,12,3,31-Dec-18
2980,13,4,31-Dec-18
2981,14,1,31-Dec-18
2982,15,3,31-Dec-18
2983,16,2,31-Dec-18
2984,17,2,31-Dec-18
2985,18,3,31-Dec-18
2986,19,2,31-Dec-18
2987,20,4,31-Dec-18
2988,21,1,31-Dec-18
2989,22,2,31-Dec-18
2990,23,4,31-Dec-18
2991,24,1,31-Dec-18
2992,25,3,31-Dec-18
2993,26,3,31-Dec-18
2994,27,4,31-Dec-18
2995,28,3,31-Dec-18
2996,29,4,31-Dec-18
2997,30,2,31-Dec-18
2998,32,5,31-Dec-18
2999,33,5,31-Dec-18
3000,34,3,31-Dec-18
3001,35,1,31-Dec-18
3002,36,4,31-Dec-18
3003,37,3,31-Dec-18
3004,38,4,31-Dec-18
3005,39,3,31-Dec-18
3006,41,4,31-Dec-18
3007,42,4,31-Dec-18
3008,43,3,31-Dec-18
3009,44,3,31-Dec-18
3010,45,4,31-Dec-18
3011,46,5,31-Dec-18
3012,47,4,31-Dec-18
3013,48,3,31-Dec-18
3014,50,2,31-Dec-18
3015,51,1,31-Dec-18
3016,54,3,31-Dec-18
3017,55,3,31-Dec-18
3018,56,1,31-Dec-18
3019,57,2,31-Dec-18
3020,58,4,31-Dec-18
3021,59,3,31-Dec-18
3022,60,5,31-Dec-18
3023,62,4,31-Dec-18
3024,64,1,31-Dec-18
3025,65,2,31-Dec-18
3026,66,4,31-Dec-18
3027,67,2,31-Dec-18
3028,68,3,31-Dec-18
3029,69,3,31-Dec-18
3030,70,5,31-Dec-18
3031,71,4,31-Dec-18
3032,72,3,31-Dec-18
3033,74,3,31-Dec-18
3034,75,3,31-Dec-18
3035,77,3,31-Dec-18
3036,78,3,31-Dec-18
3037,79,2,31-Dec-18
3038,80,4,31-Dec-18
3039,81,4,31-Dec-18
3040,83,3,31-Dec-18
3041,84,3,31-Dec-18
3042,85,3,31-Dec-18
3043,86,3,31-Dec-18
3044,87,3,31-Dec-18
3045,88,2,31-Dec-18
3046,89,4,31-Dec-18
3047,90,3,31-Dec-18
3048,91,3,31-Dec-18
3049,92,3,31-Dec-18
3050,93,2,31-Dec-18
3051,94,4,31-Dec-18
3052,96,3,31-Dec-18
3053,97,1,31-Dec-18
3054,98,4,31-Dec-18
3055,99,4,31-Dec-18
3056,100,3,31-Dec-18
3057,101,5,31-Dec-18
3058,102,4,31-Dec-18
3059,104,3,31-Dec-18
3060,105,1,31-Dec-18
3061,106,4,31-Dec-18
3062,107,3,31-Dec-18
3063,108,3,31-Dec-18
3064,109,4,31-Dec-18
3065,110,4,31-Dec-18
3066,111,3,31-Dec-18
3067,112,1,31-Dec-18
3068,113,3,31-Dec-18
3069,114,4,31-Dec-18
3070,115,3,31-Dec-18
3071,116,2,31-Dec-18
3072,118,4,31-Dec-18
3073,119,1,31-Dec-18
3074,120,3,31-Dec-18
3075,121,2,31-Dec-18
3076,122,3,31-Dec-18
3077,123,2,31-Dec-18
3078,124,3,31-Dec-18
3079,125,3,31-Dec-18
3080,127,3,31-Dec-18
3081,128,3,31-Dec-18
3082,129,2,31-Dec-18
3083,130,4,31-Dec-18
3084,131,4,31-Dec-18
3085,132,3,31-Dec-18
3086,134,3,31-Dec-18
3087,135,3,31-Dec-18
3088,136,3,31-Dec-18
3089,137,3,31-Dec-18
3090,139,5,31-Dec-18
3091,140,4,31-Dec-18
3092,141,4,31-Dec-18
3093,143,2,31-Dec-18
3094,144,3,31-Dec-18
3095,145,3,31-Dec-18
3096,146,3,31-Dec-18
3097,148,4,31-Dec-18
3098,149,3,31-Dec-18
3099,150,4,31-Dec-18
3100,151,2,31-Dec-18
3101,152,4,31-Dec-18
3102,153,3,31-Dec-18
3103,154,2,31-Dec-18
3104,155,3,31-Dec-18
3105,156,5,31-Dec-18
3106,157,3,31-Dec-18
3107,159,3,31-Dec-18
3108,160,5,31-Dec-18
3109,161,3,31-Dec-18
3110,162,5,31-Dec-18
3111,163,2,31-Dec-18
3112,166,2,31-Dec-18
3113,167,4,31-Dec-18
3114,168,3,31-Dec-18
3115,169,3,31-Dec-18
3116,170,2,31-Dec-18
3117,171,3,31-Dec-18
3118,172,3,31-Dec-18
3119,174,3,31-Dec-18
3120,175,4,31-Dec-18
3121,176,2,31-Dec-18
3122,177,3,31-Dec-18
3123,179,1,31-Dec-18
3124,180,5,31-Dec-18
3125,181,2,31-Dec-18
3126,182,2,31-Dec-18
3127,185,2,31-Dec-18
3128,186,2,31-Dec-18
3129,187,4,31-Dec-18
3130,188,4,31-Dec-18
3131,189,3,31-Dec-18
3132,191,1,31-Dec-18
3133,192,2,31-Dec-18
3134,193,4,31-Dec-18
3135,194,4,31-Dec-18
3136,195,3,31-Dec-18
3137,196,3,31-Dec-18
3138,197,2,31-Dec-18
3139,198,3,31-Dec-18
3140,199,3,31-Dec-18
3141,200,1,31-Dec-18
3142,202,2,31-Dec-18
3143,203,4,31-Dec-18
3144,204,5,31-Dec-18
3145,205,3,31-Dec-18
3146,206,1,31-Dec-18
3147,208,4,31-Dec-18
3148,209,3,31-Dec-18
3149,212,4,31-Dec-18
3150,213,4,31-Dec-18
3151,215,3,31-Dec-18
3152,216,4,31-Dec-18
3153,217,3,31-Dec-18
3154,218,3,31-Dec-18
3155,219,4,31-Dec-18
3156,220,3,31-Dec-18
3157,221,1,31-Dec-18
3158,222,5,31-Dec-18
3159,223,4,31-Dec-18
3160,224,2,31-Dec-18
3161,225,3,31-Dec-18
3162,227,2,31-Dec-18
3163,229,2,31-Dec-18
3164,230,5,31-Dec-18
3165,231,1,31-Dec-18
3166,232,3,31-Dec-18
3167,234,4,31-Dec-18
3168,235,3,31-Dec-18
3169,236,3,31-Dec-18
3170,237,4,31-Dec-18
3171,238,2,31-Dec-18
3172,239,2,31-Dec-18
3173,240,4,31-Dec-18
3174,241,4,31-Dec-18
3175,242,2,31-Dec-18
3176,243,4,31-Dec-18
3177,244,3,31-Dec-18
3178,245,3,31-Dec-18
3179,246,5,31-Dec-18
3180,247,4,31-Dec-18
3181,248,5,31-Dec-18
3182,249,1,31-Dec-18
3183,251,3,31-Dec-18
3184,252,1,31-Dec-18
3185,253,2,31-Dec-18
3186,254,5,31-Dec-18
3187,255,2,31-Dec-18
3188,256,1,31-Dec-18
3189,258,3,31-Dec-18
3190,259,4,31-Dec-18
3191,260,3,31-Dec-18
3192,261,4,31-Dec-18
3193,262,3,31-Dec-18
3194,263,3,31-Dec-18
3195,264,1,31-Dec-18
3196,265,4,31-Dec-18
3197,266,5,31-Dec-18
3198,267,3,31-Dec-18
3199,268,3,31-Dec-18
3200,269,5,31-Dec-18
3201,270,3,31-Dec-18
3202,271,2,31-Dec-18
3203,272,1,31-Dec-18
3204,274,3,31-Dec-18
3205,275,3,31-Dec-18
3206,276,3,31-Dec-18
3207,277,5,31-Dec-18
3208,278,3,31-Dec-18
3209,279,3,31-Dec-18
3210,280,4,31-Dec-18
3211,281,1,31-Dec-18
3212,282,3,31-Dec-18
3213,283,4,31-Dec-18
3214,284,5,31-Dec-18
3215,285,3,31-Dec-18
3216,286,2,31-Dec-18
3217,287,3,31-Dec-18
3218,288,5,31-Dec-18
3219,289,1,31-Dec-18
3220,291,3,31-Dec-18
3221,292,3,31-Dec-18
3222,294,3,31-Dec-18
3223,295,3,31-Dec-18
3224,296,2,31-Dec-18
3225,297,3,31-Dec-18
3226,298,2,31-Dec-18
3227,299,5,31-Dec-18
3228,301,3,31-Dec-18
3229,302,1,31-Dec-18
3230,304,3,31-Dec-18
